shop_num_1,shop_name,shop_addr_1,shop_addr_2,shop_city,shop_state,shop_zip,shop_addr_1_m,shop_addr_2_m,shop_city_m,shop_state_m,shop_zip_m,shop_phone_1,shop_phone_2,shop_email,shop_website,shop_owner,shop_hours,shop_mdse
14553,NewNeedleponit.com,,,Roseville,PA,17601,,,,,,(717) 569-0903,,m@newneedlepoint.com,www.newneedlepoint.com,,,N
17683,Stitch-Stash Darien,839 Post Road,,Darien,CT,6820,839 Post Road,,Darien,CT,6820,(203) 655-9112,,stitch-stash-darien@hotmail.com,https://stitch-stash.com/,Patti Hoffmann,M-Sa 10-4,N
16156,Labors of Love Needlepoint Shop,"500 Amsterdam Avenue NE, Suite L4",,Atlanta,GA,30306,,,,,,(470) 343-2105,,laborsoflovenp@gmail.com,www.laborsofloveneedlepoint.shop,Mark Young,M-Sa 10-4,N
3718,The Elegant Needle,6641 Government Street,,Baton Rouge,LA,70806,6641 Government Street,,Baton Roge,LA,70806,(225) 925-8920,,orders@theelegantneedle.com,www.theelegantneedle.com,Catherine Pletsch,"Tu-F 10-4, Sa 11-3",N
10664,"Stitches By The Sea, Inc.",710 E. Atlantic Avenue,,Delray Beach,FL,33483,710 E. Atlantic Avenue,,Delray Beach,FL,33483,(561) 865-5775,,stitchesbytheseafl@gmail.com,www.stitchesbythesea.us,Judi Alweil,Tu-Sa 10-4,N
17736,Lycette ,"230 S. County Road, Suite A",,Palm Beach,FL,33480,,,,,,(561) 469-9155,,palmbeach@lycettedesigns.com,https://www.lycettedesigns.com/,,Tu-Sa 10-5,N
3590,Absolutely Needlepoint,7117 Miami Avenue,,Cincinnati,OH,45243,7117 Miami Avenue,,Cincinnati,OH,45243,(513) 561-7999,,absolutelyneedlepoint@gmail.com,https://www.absolutelyneedlepointcincy.com,Lu Gerdes,"M-F 10-5, Sa 10-3",N
3360,Homestead Needle Arts LLC,"8185 Holly Road, Suite 4",,Grand Blanc,MI,48439,"8185 Holly Road, Suite 4",,Grand Blanc,MI,48439,(810) 694-3040,(810) 694-3040,homesteadneedle@sbcglobal.net,http://www.homesteadneedlearts.com,Theresa Swiecicki,TuWFSa10-4,N
17784,Penny Linn ,161 Rowayton Avenue,,Norwalk,CT,6880,190 Main Street,,Westport,CT,6880,(475) 999-4731,,hello@pennylinndesigns.com,https://www.pennylinn.com,Krista,"Tu-Sa 10- 6, Su 12-4",N
11890,The Forest Needle,1341 Western Avenue,,Lake Forest,IL,60045,,,,,,(847) 235-2407,,cindy@forestneedle.com,www.forestneedle.com,Cindy Annibali,"Tu-F 11-5, Sa 11-3",N
18198,Lowcountry Needlepoint,"1939 Maybank Highway, Suite C",,Charleston,SC,29412,"1939 Maybank Highway, Suite C",,Charleston,SC,29412,(843) 901-4664,,leigh@lowcountryneedlepoint.com,https://www.lowcountryneedlepoint.com,Leigh,"TuWFSa 10-4, Th 12-7",N
4822,Eye of the Needle,"3323 Partner Place, Suite 10",,Lexington,KY,40503,"3323 Partner Place, Suite 10",,Lexington,KY,40503,(859) 278-1401,,mimi@theeyeoftheneedle.com,www.theeyeoftheneedle.com,Cheryl Murphy,"Tu-F 10-5:30, Sa 10-4",N
3788,Needle Point Breeze,6734 Reynolds Street,,Pittsburgh,PA,15206,6734 Reynolds Street,,Pittsburgh,PA,15206,(412) 361-6380,,needlepointbreeze@verizon.net,www.needlepointbreeze.com ,Natalie Kelley,"TuTh 10-5, Sa 10-4",N
11276,Needlework Vault,5901 Louisville Street,,New Orleans,LA,70124,5901 Louisville Street,,New Orleans,LA,70124,(504) 528-9797,,sarah6280@att.net,http://www.needleworkvault.com,Sally Christovich,Tu-Sa 10-4,N
3620,Stitches In Time,"2421 Tangley Street, Suite 114",,Houston,TX,77005,"2421 Tangley, Ste 114",,Houston,TX,77005,(713) 975-9778,,stchintym1@aol.com,http://www.stitchesintimeneedlepoint.com,Frances Jue,W-Sa 10-3,N
3791,Needlepoint.Com Charleston,141 Broad Street,,Charleston,SC,29401,141 Broad Street,,Charleston,SC,29401,(919) 828-5538,,orders@needlepoint.com,http://www.needlepoint.com,Nancy Young,Tu-Sa 10-4,N
17735,The Courtly Canvas,"3637 W. Alabama, Suite 320",,Houston,TX,77027,,,,,,(713) 485-0351,,orders@thecourtlycanvas.com,https://thecourtlycanvas.com/,Belinda,"MTuThF 10-4, W 10-8, Sa 10-3",N
17739,The Needlepoint Company,9962 NW 3rd Place,,Coral Springs,FL,33071,,,,,,,,theneedlepointcompany@gmail.com,https://www.facebook.com/TheNeedlepointCompany/,,,N
8664,Jebba Needlepoint Design,2628 E. Coast Highway,,Corona del Mar,CA,92625,2628 E. Coast Highway,,Corona del Mar,CA,92625,(949) 644-7904,(310) 528-6050,jebbaneedlepoint@gmail.com,,Diana Li,"Tu-F 10-3, Sa 9-3",N
3785,Fireside Stitchery,"179 Lancaster Avenue, Suite 3",,Malvern,PA,19355,"179 Lancaster Ave, Suite 3",,Malvern,PA,19355,(610) 889-9835,(800) 531-2607,orders@firesidestitchery.com,www.firesidestitchery.com,Lynn,"Tu-F 10-4, Sa 10-3",N
4066,Beehive NeedleArts,"650 Washington Road, Suite 100",,Pittsburgh,PA,15228,650 Washington Road,,Pittsburgh,PA,15228-2702,(412) 343-4630,,beehiveneedlearts@verizon.net,http://www.beehiveneedlearts.com,"Jessica O'Brien, Kate Fitzgerald, Ashley Porreca, and Jane Burton",MWFSa 9-2,N
17725,Heirloom Designs ,1130 34th Avenue A,,Seattle,WA,98122,,,,,,(206) 313-9838,,hello@heirloomdesigns.studio,https://heirloomdesigns.studio/,Samantha and Gillian,W-Sa 11-5,N
3542,The Needleworks,"725 S. Adams Road, Suite 178",,Birmingham,MI,48009,"725 S. Adams Road, Suite 178",,Birmingham,MI,48009,(248) 645-1180,,lisa@eneedleworks.com,www.eneedleworks.com,Lisa Osikowicz,"M-W 10-4, ThF 12-4, Sa10-2",N
17783,West End Needlepoint,10440 Ridgefield Parkway,,Richmond,VA,23233,,,,,,(804) 562-4285,,westendneedlepoint@gmail.com,https://www.westendneedlepoint.com/,Sandra Sisisky,"Tu-F 10-4, Sa10-3",N
2488,The Wool & The Floss,19803 Mack Avenue,,Grosse Pointe,MI,48236,"397 Fisher Road, Ste B",,Grosse Pointe,MI,48230,(313) 882-9110,, hello@woolfloss.com,http://www.woolfloss.com,Melissa  MacLeod,"TuWFSa 10-3, Closed to Walk Ins on Th",N
11552,Nashville Needleworks,"7020 Church Street E, #5",,Brentwood,TN,37027,,,,,,(615) 377-6336,,info@nashvilleneedleworks.com,www.nashvilleneedleworks.com,Connie Camp,M-Sa 10-4,N
4774,Foxview Needlepoint,75 Fairmount Rd,,Long Valley,NJ,7853,,,,,,(908) 509-1475,,susan@foxview.com,http://www.foxview.com/,Susan,,N
17773,Needlepoint by the Bay,"5853 Post Road, Plaza One, Suite 102A",,East Greenwich,RI,2818,"5853 Post Road, Plaza One, Suite 102A",,East Greenwich,RI,2818,(401) 471-7614,,wendy@needlepointbythebay.com,https://needlepointbythebay.com/,Karen O'Sullivan & Wendy Padien ,"W-Sa 10-4, Su 11-3",N
17745,Novella Needlepoint,"411 W. New England Avenue, #1",,Winter Park,FL,32789,,,,FL,,(407) 840-3858,,faison@novellaneedlepoint.com,https://novellaneedlepoint.myshopify.com/,Faison Weiss,Tu-Sa 10-5,N
17651,The Stitchery LLC,3 Old Tennent Court,,East Brunswick,NJ,8816,,,,,,(732) 718-0856,,thestitcheryllc@comcast.net,https://thestitcheryllc.com/,Francine Kaplan,by appointment only,N
17750,Time To Stitch,127 S. Stratford Road,,Winston-Salem,NC,27104,,,,,,(336) 955-1162,,susan@ttsneedlepoint.com,https://www.ttsneedlepoint.com/,,"TuWF 10-5, Th 10-7, Sa 10-3",N
10788,The Enriched Stitch,196 Danbury Road,,Wilton,CT,6897,196 Danbury Road,,Wilton,CT,6897,(203) 210-5107,,Enrichedstitch@gmail.com,https://www.enrichedstitch.com,Suzie Vallerie,"Tu-Sa 10-3, W 10-12",N
3525,The Classic Stitch,549 Chestnut Street,,Winnetka,IL,60093,549 Chestnut Street,,Winnetka,IL,60093,(847) 881-2930,,jane@theclassicstitch.com,https://www.theclassicstitch.com,Jane Hayes,"M-F 9:30-5, Sa 9:30-4",N
11436,SM Stitches,1191 Lincoln Square,,Long Branch,NJ,7740,1191 Lincoln Square,,Long Branch,NJ,7740,(848) 303-8686,,sales@smstitches.com,www.smstitches.com,Selene Schweky,"M 10-5, Tu 10-2, W 10-5",N
18173,Wallace & Company,101 Forest Court,,Knoxville,TN,37919,,,,,,(865) 200-5048,,hello@wallace-and-company.com,https://www.wallace-and-company.com/coming-soon,Sharon,"Tu-F 10-3, Sa 11-3",N
2537,The Needlepoint Clubhouse,11208 Manchester Road,,St. Louis,MO,63122,11208 Manchester Road,,St. Louis,MO,63122,(314) 432-2555,,stlneedlepoint@gmail.com,https://www.stlneedlepoint.com/,Megan Holmes,"MTuThF 10-4, W 10-7, Sa 10-4",N
3461,Needle Nook of La Jolla,7719 Fay Avenue,,La Jolla,CA,92037,7719 Fay Avenue,,La Jolla,CA,92037,(858) 459-1711,,ndlpoint@needlenook.com,http://www.needlenook.com,Vicky De Angelis ,M-F 10-4,N
3909,Diversions Needlepoint,410 W. Hampden Avenue,,Englewood,CO,80110,410 W. Hampden Avenue,,Englewood,CO,80110,(303) 761-7766,,diversionsnpt@msn.com,https://www.diversionsneedlepoint.com,Carol Davis (Cari),Tu-Sa 10-4,N
3489,The Point of It All,"5115 MacArthur Blvd., NW",,Washington,DC,20016,5115 MacArthur Blvd. NW,,Washington,DC,20016,(202) 966-9898,,TPOIAmanager@gmail.com,http://www.tpoia.com,Susan Battle,Tu-Sa 10-4,N
3528,Red Rooster Stitchery,10044 State Route 662 W.,,Newburgh,IN,47630,10044 State Route 662 W,,Newburgh,IN,47630,(812) 853-9657,(866) 200-4247,redroosterstitchery@gmail.com,http://www.redroosterstitchery.com,Peggy Norman,Th-Sa 11-3,N
3586,Rita's Needlepoint,303 E. 81st Street,,New York,NY,10028,303 East 81st St,,New York,NY,10028,(212) 737-8613,,ritasneedlepoint@verizon.net,http://www.ritasneedlepoint.com,Alyssa Hertzig,"M-F 10:30-6, Sa 10:30-5, Sunday 11-4",N
2418,The Flying Needles,432 N. Indian Rocks Road,,Belleair Bluffs,FL,33770,,,,,,(727) 581-8691,,flyingneedlesbelleair@gmail.com,www.theflyingneedles.com,Dianne Colitz,W-Sa 10-4,N
17108,I Of The Needle,"1864 N. Cleveland-Massillon Road, Suite 100",,Akron,OH,44333,,,,,,(330) 867-0005,,info@ioftheneedleakron.com,www.ioftheneedleakron.com,Jeanne Thomarios,Tu-Sa 10-4 and by appt.,N
3493,Marion's Nimble Needle,"23269 Route 441, Suite 113",,Boca Raton,FL,33428,"23269 Route 441 (SR 7), Suite 113",,Boca Raton,FL,33428,(561) 477-1219,,nimbleneedle@bellsouth.net,http://www.marionsnimbleneedle.com,Laurie Chiavari,W-Sa 10-2,N
11868,Cincinnati Needlepoint,7006 Center Street,,Cincinnati,OH,45243,,,,,,(513) 271-0271,,cincinnatineedlepoint@gmail.com,www.facebook.com/cincinnatineedlepoint/,Jane McCrackan,MWThFSa 10-3,N
3361,Quail Run Needlework,"7704 E. Doubletree Ranch Road,  Suite 125",,Scottsdale,AZ,85258,,,Scottsdale,AZ,85258,(480) 551-1423,,info@quailrunneedlework.com,www.quailrunneedlework.com,"Susan E. Barlow, MD ",Winter:  M-Sa 10-4; Summer: M-Sa 10-2,N
18284,Stitch Katonah,"135 Katonah Avenue, Suite 2A",,Katonah,NY,10536,,,,,,(914) 301-5190,,,,,"W-F 11-3, Sa 10-2",N
3315,"Garden Gate Needlepoint, Inc.",236 N. Citrus Avenue,,Covina,CA,91723,236 North Citrus,,Covina,CA,91723,(626) 966-4141,,carol@gardengateneedlepoint.com,https://www.gardengateneedlepoint.com,Carol Cugno,"TU-F 10-4, Sa 10-2",N
11284,Stitch,103 W. Federal Street,,Middleburg,VA,20117,,,,,,(540) 687-5990,,marcy@stitchmiddleburg.com,http://stitchmiddleburg.com/,Marcy Harris,"WFSa 11-4, or by appt",N
8482,Bristly Thistle,811 Beech Street,,Amelia Island,FL,32034,811 Beech Street,,Amelia Island,FL,32034,(904) 729-4020,,michele@bristlythistle.com,http://www.bristlythistle.com,Michele Herron,"W-F 10-4, Sa 9:30 -1, and by appt.",N
3614,Needlepoint This!,4420 Lovers Lane,,Dallas,TX,75225,4420 Lovers Lane,,Dallas,TX,75225,(214) 363-6377,,needlepointthis@gmail.com,https://www.needlepointthis.com,Sherry and Bonnie Cody,"M-F 10-5, Sa 10-3:30",N
6943,Chapel Hill Needlepoint,762-B Martin Luther King Blvd.,,Chapel Hill,NC,27514,,,Chapel Hill,NC,27516,(919) 929-3999,,chneedlepoint@gmail.com,www.chapelhillneedlepoint.com,Nancy McGuffin,"Tu-F 10-4, Sa 10-2",N
11692,The Needle Bug,7012 Vaughn Road,,Montgomery,AL,36116,7012 Vaughn Road,,Montgomery,AL,36116,(334) 270-0064,,info@theneedlebug.com,https://www.theneedlebug.com/,Leigh Miller,"MThF 10-4, Tu 10-6",N
17139,2 The Point,"4361 Technology Drive, Unit A",,Livermore,CA,94551,"4361 Technology Drive, Unit A",,Livermore,CA,94551,(925) 461-8664,,terry@2needlepoint.com,https://www.2needlepoint.com/,Terry Castillo,By appt. only,N
3581,Beyond Knits & Needles,"450 Bloomfield Avenue, Suite 101",,Verona,NJ,7044,"450 Bloomfield Avenue, Suite 101",,Verona,NJ,7044,(973) 226-4242,,beyondneedles@verizon.net,http://www.beyondknitsandneedles.net,Ann Marie & Alaina Cannella,WFSa 11-2:30,N
4608,The French Knot,4706 Bryce Avenue,,Ft. Worth,TX,76107,4706 Bryce Ave,,Ft. Worth,TX,76107,(817) 731-3446,(877) 731-3446,mail@thefrenchknot.com,https://www.thefrenchknot.com/,Paula Fehleison and Karen Williams,M-Sa 10-5,N
3585,Stitch By Stitch,1953 Palmer Avenue,,Larchmont,NY,10538,1953 Palmer Avenue,,Larchmont,NY,10538,(914) 834-1886,,stitchbystitch10538@gmail.com,http:www.stitchbystitchneedlepoint.com,Betty Scanlon,"TuWTh 10-4, FSa 10-3; June, July, Aug Sa 10-1",N
3413,Sign of the Arrow,9814 Clayton Road,,St. Louis,MO,63124,9814 Clayton Road,,Saint Louis,MO,63124,(314) 994-0606,,contact@signofthearrow.com,www.signofthearrow.com,"Julie Filean, Manager",M-Sa 9:30-5,N
11176,Stitch Boutique of Boston,"715 Boylston St, Suite 410",,Boston,MA,2116,,,,,,(617) 236-4633,,info@stitchboutiqueofboston.com,www.stitchboutique.com,Kim M. Walton,M-Sa 11-4,N
8765,City Needlework,"1375 Burlingame Avenue, Suite 202B",,Burlingame,CA,94010,1375 Burlingame Avenue Suite 202B,,Burlingame,CA,94010,(650) 348-2151,,sales@cityneedlework.com,http://www.customneedlepointfinishing.com,Elena Hom,M-Sa 11-5,N
3972,"Needlepoint, Inc.",326 Jackson Street,,San Francisco,CA,94111,326 Jackson Street,,San Francisco,CA,94111,(415) 392-1622,(800) 345-1622,info@needlepointinc.com,http://www.needlepointinc.com,Diane Nerheim,M-F 10-4,N
17020,Stitch Boutique,47A Church Street,,Winchester,MA,1890,,,,,,(781) 721-1929,,info@stitchboutiqueofboston.com,http://www.stitchboutiqueofboston.com/index.html,Kim Walton,Tu-Sa 10-3,N
3604,Needle Me,12 E. Eagle Road,,Havertown,PA,19083,12 E. Eagle Road,,Havertown,PA,19083,(610) 446-4004,,marcie@needleme.me,www.needleme.me,Marcie Ford,Tu-Sa 11-3,N
16324,Twisted Stitches Needlepoint LLC,1011 Juan Tabo Blvd. NE,,Albuquerque,NM,87112,1011 Juan Tabo Blvd. NE,,Albuquerque,NM,87112,(505) 492-2080,,sales@twistedstitchesnp.com,https://twistedstitchesnp.com,Susan Newnam  & Debbie Tennis,"Tu-Sa 10-4, Th 10-7",N
16221,Stitch-Stash,102 N. First Street,,Rehoboth Beach,DE,19971,102 North First Street,,Rehoboth Beach,DE,19971,(302) 569-0063,,Stitch-Stash@hotmail.com,https://stitch-stash.com/,Patti Hoffmann,Tu-Sa 11-4,N
17015,Third Coast Stitches,707 W. Armitage Avenue,,Chicago,IL,60610,707 W Armitage Ave,,Chicago,IL,60610,(312) 285-2221,,hello@thirdcoaststitches.com,https://thirdcoaststitches.com,Kathryn Cannon & Mackenzie Reimer,TuWF 12-5 Th 12-8 Sa 11-5 Su 11-4,N
17722,Stitching Fox LLC,22349 Asheville Highway,,Landrum,SC,29356,22349 Asheville Hwy.,,Landrum,SC,29356,(828) 222-5018,,kathryn@stitchingfox.com,https://www.stitchingfox.com,Kathryn McMahon,Tu-Sa 10-4,N
16968,Magic City Needlepoint,"2531 Rocky Ridge Road, Suite 121",,Vestavia Hills,AL,35243,"2531 Rocky Ridge Road, Ste. 121",,Vestavia Hills,AL,35243,(205) 721-7277,,info@magiccityneedlepoint.com,https://www.magiccityneedlepoint.com,"Karen Carroll, Katie Howell, Ty Howell, Mary Elizabeth Mays and Leah Scalise","M-F 10-4, W 10-6, Sa 10-2",N
18220,Coastal Canvas Co,Bazar Marketplace,421 College Road,Wilmington,NC,28403,3562 Chicora Drive,,Castle Hayne,NC,28429,(607) 333-6376,,thecoastalcanvasco@gmail.com,https://www.thecoastalcanvasco.com,Holly Segur,"M-Sa 10-7, Su 11-6",N
16786,Northwest Needlepoint ,15090 Bangy Road,,Portland,OR,97035,15090 Bangy Road,,Lake Oswego,OR,97035,(503) 352-9421,,Cory@northwestneedlepoint.com,,Cory Blackman,W-Su 9-3,N
17533,Bay Head Needlepoint,58 Bridge Avenue,,Bay Head,NJ,8742,58 BRIDGE AVE,Suite B ,Bay Head,NJ,8742,(732) 701-7448,,bayheadneedlepoint@gmail.com,https://bayheadneedlepoint.com,"Caroline, Christina, Heather & Nancy",Check website for hours.  Fall: Thurs-Sat 10-4; Summer: (Mid June-Labor Day) M-Su 10-4,N
18126,Stitch Miami,13869 S. Dixie Highway,,Miami,FL,33176,13869 S. Dixie Highway,,Miami,FL,33176,(305) 858-1212,,info@stitchmiami.com,https://www.stitchmiami.com,Kristina Malagiero & Margaret Schiffer,"M-F 11-3,  Sa 10-2",N
18127,Savannah Needlepoint ,8413-C Ferguson Avenue,,Savannah,GA,31406,,,,GA,,(912) 663-3888,,suzanne@savannahneedlepoint.com,https://savannahneedlepoint.com,Suzanne Smallwood,"Tu 10-5, W-Th 10-6, F 10-5, Sa 10-3",N
14897,Creative Collectible Quilts and Crafts,332 East Square,,Humboldt,NE,68376,332 E. Square,PO Box 367,Humboldt,NE,68376,(402) 862-4001,,admin@creativecollectiblequilts.com,www.creativecollectiblequilts.com,Frieda Wagner and Mary White,"W-F 10-5:30, Sa10-4","N,Q"
9491,Broad Meadows Country Fabrics,100 Mary Elmer Drive,,Bridgeton,NJ,8302,100 Mary Elmer Drive,,Bridgeton,NJ,8302,(856) 332-7269,,broadmeadowsfabrics@comcast.net,http://www.broadmeadowsfabrics.com,Donna Atwell,FSa 11-4,"N,Q"
6745,Kapaia Stitchery,3-3551 Kuhio Highway,,Lihue,HI,96766,3-3551 Kuhio Highway,,Lihue,HI,96766,(808) 245-2281,,kapaiastitchery@gmail.com,http://www.kapaia-stitchery.com/,Jean Acoba,M-Sa 9-3,"N,Q"
2507,The Yarn Company,"2274 Broadway, 1C",,New York,NY,10024,"2274 Broadway, 1C",,New York,NY,10024-5430,(212) 787-7878,,theyarnco1@gmail.com,www.theyarnco.com,Tavy Ronen and Assaf Ronen,"MFSaSu 11-6, Tu 11-8, WTh 11-7","N,Q,S,W,Y"
13668,Discount Fabrics,1805 Eastshore Highway,,Berkeley,CA,94710,,,,,,(510) 292-4360,,discountfabricsberkeley@yahoo.com,www.discountfabrics-sf.com,Linda Blake & Ron,M-Su 10-6,"N,Q,Y"
9528,Jen's Needleworks,900 Parriott Street,,Aplington,IA,50604,,,,,,(319) 347-2793,,jensneedleworks@yahoo.com,www.facebook.com/JensNeedleworks,Jen Nevenhoven,"Tu-F 9:30-5, Sa 9-1","N,Q,Y"
8973,Bonnie's Kozy Knit,300 State Route 211,,Cuddebackville,NY,12729,P. O. Box 239,,Cuddebackville,NY,12729,(845) 754-0700,,bonnieskozyknit@hvc.rr.com,www.bonnieskozyknit.com,Bonnie Ingrassia,MTuThFSa 11-4,"N,Q,Y"
17269,Something Quilty,24512 State Highway 35,,Siren,WI,54872,,,,,,(612) 396-3611,,Curator@somethingquilty.com,http://www.somethingquilty.com,Traci Paetzel,"M-Sa 11-4, Sun by appt check Facebook/website","N,Q,Y"
1401,Estelle Knit Shop,10249 E. West Resort Road,,Burt Lake,MI,49717,P. O. Box 473,,Burt Lake,MI,49717,(231) 881-0251,,stay@rohnhouse.com,http://www.rohnhouse.com,Robin Rohn,By appt.,"N,S,W,Y"
14706,Prairie Fiber Arts Center,127 4th Street S.,,Moorhead,MN,56560,,,,,,(218) 284-0004,,prairiefiberarts@outlook.com,www.prairiefiberarts.com,Cathy Lundberg,"MWFSa 10-5, TuTh 10-7","N,S,W,Y"
13925,Golden Needle Arts LLC,3309 W. Charleston Blvd.,,Las Vegas,NV,89102,3309 West Charleston Blvd,,Las Vegas,NV,89102,(702) 362-6252,,goldenneedlepoint@gmail.com,https://goldenneedlepoint.com,,TuThFSa 10-3,"N,S,W,Y"
17484,Cozy Corner Knits,1923 W Owen K Garriott,,Enid,OK,73703,1923b W Owen k Garriott,,Enid,OK,73703,(580) 297-3027,,cozycornerknits@yahoo.com,https://www.facebook.com/people/COZY-Corner-Knits/100064868947496/,,"Tu-F 10-5, Sa 10-2","N,S,W,Y"
8660,"Brown Sheep Company, Inc.",100662 County Road 16,,Mitchell,NE,69357,100662 Co Rd 16,,Mitchell,NE,69357,(308) 635-2198,,pwells@brownsheep.com,https://www.brownsheep.com,Peggy Jo Wells,M-F 8-4:30,"N,S,W,Y"
4206,Madison Wool,56A Wall Street,,Madison,CT,6443,56A Wall Street,,Madison,CT,6443,(203) 245-5921,,dayna@craftyscientist.com,http://www.madisonwool.com,Dayna Mankowski,"Tu-F 11-6, Sa 10-4, Su 12-4","N,S,W,Y"
17977,Hot Springs Fiber Co.,125 Albert Pike,,Hot Springs,AR,71913,,,,AR,,(501) 415-7549,,HelpfulPeople@hotspringsfiberco.com,https://hotspringsfiberco.com/,Tracie Anderson,"M 10-4, TuWF 9-6, Th 9-8, Sa 10-4","N,S,W,Y"
11298,Knit 'n' Purl,5480 W. 1100 S,,Fairmount,IN,46928,5480 W. 1100 S,,Fairmount,IN,46928,(765) 661-4968,,sheilaknitter@gmail.com,https://www.knitnpurlin.com,Sheila Spaulding,Tu-Th 10-5 or call for appointment,"N,S,Y"
1131,Auburn Needleworks,13344 Lincoln Way,,Auburn,CA,95603,,,Auburn,,95603-4706,(530) 888-0202,,auburnneedleworks3@gmail.com,www.auburnneedleworks.com,"Kim Spear, Donna Seaman",Tu-Sa 10-5,"N,W,Y"
1206,Miki's California Yarn Sales,9542 Hamilton Avenue,,Huntington Beach,CA,92646,9542 Hamilton Avenue,,Huntington Beach,CA,92646-8008,(714) 965-0018,(714) 964-4059,mikicalifyarn@aol.com,www.knitmap.com/locations/mikis-california-yarn-sales,Miki Sessler,"MTuThFSa 10:30-6,","N,W,Y"
17327,Grande Stitches,"321 Park Avenue, 2nd floor",,Boca Grande,FL,33921,P.O. Box 159,,Boca Grande,FL,33921,(412) 491-0415,,grandestitches@gmail.com,https://www.grandestitches.com,Janice Hursen,Oct-July Th-Sa10-2; Closed Aug-Sept,"N,Y"
3880,Home-Sew,1825 West Market,,Bethlehem,PA,18015,PO BOX 4099,,Bethlehem,PA,18018,(800) 344-4739,(610) 867-3833,customerservice@homesew.com,www.homesew.com,"Ashley Morin, Edward Perusse",M-F 8:30-5,"N,Y"
2070,Nimblefingers,6518 Del Monte Drive,,Houston,TX,77057,6518 Del Monte Drive,,Houston,TX,77057,(713) 722-7244,,nimblefingerstx@gmail.com,https://www.nimblefingerstx.com,Chris Tirey,"Tu-F 10-5, Sa 10-3","N,Y"
10828,Sun Valley Needle Arts,190 1st Avenue N,,Ketchum,ID,83340,P.O. Box 2683,,Ketchum,ID,83340,(208) 928-7620,,patricia@sunvalleyneedlearts.com,http://www.sunvalleyneedlearts.com,Patricia Lirk,Tu-Sa 11-4,"N,Y"
11657,Wool & Grace,102 Summit Avenue,,Summit,NJ,7901,102 Summit Avenue,,Summit,NJ,7901,(908) 277-1431,,info@woolandgrace.com,http://www.woolandgrace.com,Patty Perry ,"Tu-Sa 10-5:30, Su 12-4 (Oct-May)","N,Y"
1478,Knitting Knook Yarn & Needlepoint,1339 W. Towne Square Road,,Mequon,WI,53092,1339 W. Towne Square Road,,Mequon,WI,53092,(414) 540-4080,,knittingknook@me.com,http://www.knittingknook.com,Piper Melkonian,Tu-Sa 10-2,"N,Y"
17978,Artasia LLC,112 E. Main Street,,Hardy,AR,72542,,,,,,(870) 209-7606,,,https://www.facebook.com/people/Artasia/100068419713996/?sk=about,Laura,MThFSaSu 10-4,"N,Y"
3743,Rachel's Needlepoint,"29260 Franklin Road, #103",,Southfield,MI,48034,"29260 Franklin Road, #103",,Southfield,MI,48034,(248) 352-5622,,Rachelsfld@gmail.com,www.facebook.com/Rachels-Needlepoint-212775165407895,Rachel Einstandig ,TuWTh 2-5,"N,Y"
11830,Knit One Stitch Too,16 N. Main Street,,Pennington,NJ,8534,,,,,,(609) 737-2211,,knitonestitchtoo@gmail.com,www.k1st2.com,Bettie Greber,M-Sa 11-5,"N,Y"
1404,Eva's Needlework,"1321 E. Thousand Oaks Blvd., #120",,Thousand Oaks,CA,91362,"1321 E. Thousand Oaks Blvd., #120",,Thousand Oaks,CA,91362,(805) 379-0722,,eva@evasneedlework.com,https://www.evasneedlework.com,Eva Wiechmann,"M-Sa 11-5, Su 1-4","N,Y"
2039,Needle Nook,2165 Briarcliff Road NE,,Atlanta,GA,30329,2165 Briarcliff Road NE,,Atlanta,GA,30329,(404) 325-0068,,needlenookshop@gmail.com,https://www.needlenookatlanta.com,DeAnne Jacobson,"Tu 5-8, W 11-8, ThF 11-5, Sa 11-5, Su 12-5","N,Y"
2224,Serendipity Needleworks,412 Queen City Avenue,,Tuscaloosa,AL,35401,412 Queen City Avenue,,Tuscaloosa,AL,35401-1539,(205) 758-0108,,ellen@serendipityneedleworks.com,www.serendipityneedleworks.com,Ellen Johnson,Tu-Sa 10-5,"N,Y"
3118,The Stitchery,49 E. Central Avenue,,Pearl River,NY,10965,49 E. Central Avenue,,Pearl River,NY,10965,(845) 735-4534,,,www.thestitcheryny.com,Adam and Judy Leber,"MTuThF 10-6, Sa 10-5","N,Y"
2440,"The NeedleTree, Inc.",22 Tindal Avenue,,Greenville,SC,29605,22 Tindal Avenue,,Greenville,SC,29605,(864) 235-6060,,kt@theneedletree.com ,https://the-needle-tree-640371.shoplightspeed.com,Jan Ryan ,"Tu-F 10-5, Sa 10-3","N,Y"
2501,The Yarn Barn,1666 Litchfield Turnpike,,Woodbridge,CT,6525,1666 Litchfield Turnpike,,Woodbridge,CT,6525,(203) 389-5117,,yarnbarnct@gmail.com,www.theyarnbarn.com,Arabella Perry,"TuWF 10-5, Th 11-6, Sa 10-4","N,Y"
2034,Needle Arts Studio,5301 Canal Blvd.,,New Orleans,LA,70124,5301 Canal Blvd.,,New Orleans,LA,70124,(504) 832-3050,,needlenola@gmail.com,https://www.needlenola.com,"Laura Skansi, Jeanie Dragon, Tatine Moore, Cathy Clark, Ann Bailey, Sandy Maloney, Vickie Bartels, Me'me' Wilson","M-F 10-4, Sa 10-3","N,Y"
